zip,state,2018-11
47904,IN,77450.0
99517,AK,192450.0
02911,RI,212400.0
08232,NJ,79900.0
05201,VT,112900.0
94519,CA,548888.0
40212,KY,35000.0
18337,PA,194950.0
33034,FL,146500.0
85139,AZ,184900.0
18428,PA,159000.0
23605,VA,114700.0
16105,PA,44000.0
30273,GA,112000.0
30179,GA,143759.0
14611,NY,38425.0
08852,NJ,236250.0
77541,TX,123750.0
13669,NY,39900.0
83617,ID,167820.0
50313,IA,95000.0
29572,SC,92900.0
18705,PA,55450.0
32310,FL,72450.0
75134,TX,150000.0
91746,CA,469000.0
54603,WI,115000.0
08830,NJ,293000.0
03303,NH,145000.0
60436,IL,125000.0
22963,VA,173900.0
27504,NC,170000.0
23707,VA,129900.0
22546,VA,159900.0
18466,PA,79500.0
02019,MA,299900.0
53901,WI,129900.0
06351,CT,147413.0
16504,PA,66450.0
47167,IN,88500.0
46807,IN,55500.0
65806,MO,59700.0
02664,MA,315000.0
64024,MO,39000.0
14904,NY,52000.0
55008,MN,194900.0
96766,HI,280000.0
08110,NJ,99950.0
44030,OH,45450.0
83858,ID,249900.0
22025,VA,298200.0
12182,NY,119450.0
81503,CO,172400.0
96778,HI,175000.0
60104,IL,135000.0
77051,TX,84995.0
64056,MO,110000.0
37083,TN,149950.0
64870,MO,65250.0
61605,IL,20750.0
97038,OR,299850.0
24301,VA,69900.0
29902,SC,175000.0
98045,WA,205249.0
33523,FL,115000.0
03743,NH,119900.0
46303,IN,136100.0
98903,WA,141509.0
33050,FL,335000.0
44301,OH,64900.0
48225,MI,57899.0
11961,NY,235000.0
10530,NY,189950.0
97739,OR,234000.0
07480,NJ,199450.0
60417,IL,128000.0
60478,IL,110000.0
45403,OH,48064.5
78645,TX,214000.0
34785,FL,89925.0
92344,CA,279000.0
23661,VA,119900.0
28516,NC,133900.0
08107,NJ,105694.0
92225,CA,149800.0
94505,CA,574900.0
42211,KY,85000.0
61443,IL,54000.0
50316,IA,100950.0
49858,MI,59900.0
04090,ME,182900.0
97386,OR,170000.0
11726,NY,296161.0
12771,NY,136900.0
22553,VA,247990.0
07882,NJ,114950.0
12308,NY,113500.0
06416,CT,113950.0
01118,MA,162400.0
30103,GA,140347.0
97367,OR,171249.5
29936,SC,169000.0
98321,WA,345000.0
81520,CO,156750.0
63080,MO,75000.0
95954,CA,192500.0
23663,VA,107900.0
11362,NY,269000.0
61866,IL,65000.0
14901,NY,49400.0
07514,NJ,189000.0
44119,OH,62500.0
29920,SC,161000.0
01835,MA,275000.0
28604,NC,145000.0
23509,VA,138000.0
76707,TX,76000.0
11953,NY,209900.0
01850,MA,264900.0
14843,NY,49000.0
06096,CT,142900.0
87015,NM,184450.0
33966,FL,159000.0
74110,OK,45000.0
08882,NJ,241550.0
14619,NY,79900.0
77445,TX,131250.0
02673,MA,260774.0
07828,NJ,249900.0
20613,MD,249900.0
12538,NY,230000.0
32254,FL,55000.0
99114,WA,139250.0
33035,FL,139400.0
37406,TN,59900.0
80424,CO,416950.0
96749,HI,215000.0
95203,CA,239387.5
19036,PA,122000.0
64507,MO,51450.0
29907,SC,195000.0
08070,NJ,102500.0
06418,CT,140000.0
08215,NJ,74700.0
94805,CA,599000.0
25425,WV,229000.0
62052,IL,77200.0
98360,WA,306950.0
64505,MO,53450.0
08251,NJ,163933.5
60445,IL,114950.0
98674,WA,165900.0
95673,CA,299000.0
07001,NJ,261000.0
15003,PA,65000.0
06076,CT,119950.0
08846,NJ,259950.0
03878,NH,225000.0
63134,MO,50000.0
81650,CO,275000.0
92314,CA,229000.0
75862,TX,85000.0
95946,CA,319000.0
06424,CT,134900.0
49849,MI,68400.0
08069,NJ,89950.0
93015,CA,418750.0
39563,MS,61000.0
34288,FL,189000.0
32641,FL,88000.0
08030,NJ,80000.0
33974,FL,169900.0
60020,IL,134900.0
85622,AZ,129750.0
02571,MA,249900.0
33190,FL,184000.0
11950,NY,222500.0
11778,NY,259900.0
85714,AZ,135000.0
32219,FL,99000.0
08812,NJ,250000.0
15137,PA,68010.0
17103,PA,55000.0
34453,FL,99000.0
10924,NY,235000.0
39581,MS,70000.0
48160,MI,179900.0
15022,PA,48000.0
06098,CT,142500.0
23702,VA,125000.0
62095,IL,64500.0
62960,IL,48000.0
74128,OK,79750.0
36110,AL,27000.0
93505,CA,145000.0
31415,GA,60000.0
08805,NJ,255000.0
60633,IL,119000.0
07843,NJ,195000.0
08010,NJ,89777.0
20678,MD,264950.0
08031,NJ,132450.0
64501,MO,49250.0
22307,VA,220000.0
08004,NJ,119900.0
27214,NC,42000.0
08863,NJ,275000.0
60545,IL,132500.0
07062,NJ,238500.0
08051,NJ,123450.0
12586,NY,214000.0
33976,FL,162500.0
33972,FL,169900.0
06239,CT,174900.0
17102,PA,99900.0
92252,CA,194900.0
21788,MD,239950.0
80549,CO,286100.0
08079,NJ,79900.0
03570,NH,59900.0
18324,PA,109900.0
35660,AL,56500.0
99623,AK,200000.0
07734,NJ,199000.0
07885,NJ,216500.0
08201,NJ,99900.0
15656,PA,50449.5
46405,IN,77500.0
92325,CA,225000.0
14103,NY,58500.0
03077,NH,274950.0
11798,NY,239999.0
47978,IN,96949.5
60097,IL,130000.0
10918,NY,224999.0
95726,CA,289450.0
97426,OR,169999.0
07438,NJ,235000.0
61727,IL,70400.0
13350,NY,70700.0
07456,NJ,259900.0
07442,NJ,249900.0
60475,IL,94900.0
99518,AK,215000.0
93543,CA,302500.0
12566,NY,179950.0
32134,FL,46500.0
11575,NY,259900.0
12569,NY,266950.0
62024,IL,61165.5
06382,CT,159900.0
21853,MD,99900.0
49646,MI,98000.0
64429,MO,75750.0
98446,WA,299950.0
10970,NY,198500.0
98252,WA,314975.0
98328,WA,264000.0
07502,NJ,234900.0
20732,MD,274995.0
07419,NJ,203000.0
08835,NJ,239000.0
85123,AZ,141000.0
05156,VT,108900.0
60422,IL,144950.0
11713,NY,215000.0
01475,MA,175950.0
98327,WA,334950.0
08083,NJ,124500.0
98418,WA,259999.0
80640,CO,319000.0
31064,GA,129900.0
08758,NJ,209950.0
12549,NY,249000.0
20640,MD,179900.0
42262,KY,89900.0
15690,PA,48250.0
92315,CA,249900.0
64129,MO,74900.0
48915,MI,64900.0
08722,NJ,229900.0
98580,WA,310000.0
08322,NJ,108700.0
07063,NJ,239900.0
15417,PA,55000.0
08086,NJ,148700.0
18210,PA,106450.0
98816,WA,155000.0
36107,AL,40000.0
63703,MO,59000.0
92371,CA,252000.0
65622,MO,73000.0
07849,NJ,225000.0
33070,FL,368500.0
54495,WI,64900.0
15204,PA,49900.0
98329,WA,292250.0
62246,IL,64900.0
18328,PA,129950.0
08098,NJ,137000.0
10927,NY,265000.0
15145,PA,45500.0
60425,IL,127820.5
37738,TN,109750.0
03244,NH,164950.0
10992,NY,277450.0
62626,IL,66900.0
07874,NJ,227000.0
08066,NJ,74900.0
08065,NJ,135000.0
07524,NJ,199680.0
06374,CT,165000.0
08848,NJ,199900.0
07421,NJ,165000.0
24013,VA,63975.0
76537,TX,189900.0
54153,WI,84000.0
10930,NY,249000.0
41014,KY,65950.0
95832,CA,257000.0
78725,TX,201990.0
08312,NJ,99999.0
07403,NJ,257450.0
85643,AZ,80000.0
07462,NJ,115000.0
25438,WV,199900.0
33043,FL,375000.0
92356,CA,131500.0
11789,NY,284450.0
12428,NY,118499.5
08734,NJ,249900.0
03835,NH,179000.0
04009,ME,169900.0
92342,CA,229900.0
07422,NJ,167269.0
81635,CO,222950.0
97002,OR,169499.0
31816,GA,71000.0
18426,PA,149900.0
21817,MD,65073.0
96704,HI,194000.0
21716,MD,202500.0
19032,PA,119900.0
10925,NY,203500.0
07850,NJ,252400.0
12090,NY,104900.0
99109,WA,119900.0
07416,NJ,163900.0
92382,CA,216000.0
60957,IL,72800.0
92004,CA,225000.0
85321,AZ,90000.0
12122,NY,104900.0
22642,VA,229000.0
84310,UT,130500.0
08751,NJ,235000.0
96771,HI,188000.0
96748,HI,179999.0
18347,PA,99894.0
99688,AK,143500.0
85631,AZ,93000.0
92386,CA,205000.0
22958,VA,119000.0
22967,VA,121900.0
78402,TX,65000.0
87520,NM,56247.5
18624,PA,123200.0
